state,year,sex,age_group,age_group_detail,race,death_rate,death_rate_log,us_crude_rate,us_age_adjusted_rate,deaths,population,death_rate_z_score
Rhode Island,2016,Both Sexes,All Ages,All Ages,All Races,30.8268,1.502792975026752,19.6925,19.7851,326,1056426,3.0356939016617988
South Carolina,1999,Both Sexes,All Ages,All Ages,All Races,3.7053,0.6725873183458533,6.0382,6.057,147,3974684,-1.3664011215263243
South Carolina,2000,Both Sexes,All Ages,All Ages,All Races,6.4559,0.8725000745418167,6.1882,6.1749,258,4012012,-0.9199507935289327
South Carolina,2001,Both Sexes,All Ages,All Ages,All Races,5.9421,0.8414908653330007,6.8057,6.7922,242,4064995,-1.0033457540921042
South Carolina,2002,Both Sexes,All Ages,All Ages,All Races,5.3243,0.8010124629765437,8.1766,8.1957,217,4107795,-1.1036209713671674
South Carolina,2003,Both Sexes,All Ages,All Ages,All Races,6.9896,0.9025250368682735,8.8881,8.8765,287,4150297,-0.833325860768005
South Carolina,2004,Both Sexes,All Ages,All Ages,All Races,8.4443,0.9751697740732748,9.366,9.3831,356,4210921,-0.5972132700104228
South Carolina,2005,Both Sexes,All Ages,All Ages,All Races,9.9242,1.0383896425937733,10.0884,10.0699,427,4270150,-0.3570104632034208
South Carolina,2006,Both Sexes,All Ages,All Ages,All Races,12.7035,1.1368315041312405,11.5373,11.4883,554,4357847,0.09409816640580983
South Carolina,2007,Both Sexes,All Ages,All Ages,All Races,12.1421,1.1186647674719794,11.9543,11.8775,545,4444110,0.0029772421937339488
South Carolina,2008,Both Sexes,All Ages,All Ages,All Races,12.4953,1.1301825433494757,11.9864,11.8947,565,4528996,0.060305190949888655
South Carolina,2009,Both Sexes,All Ages,All Ages,All Races,13.2651,1.1542748204582873,12.0624,11.9388,615,4589872,0.18525155265002388
South Carolina,2010,Both Sexes,All Ages,All Ages,All Races,14.6269,1.1938728330145119,12.4144,12.2966,678,4625364,0.40628552947938734
South Carolina,2011,Both Sexes,All Ages,All Ages,All Races,13.3115,1.1556851549046117,13.2674,13.1852,618,4679230,0.19278274410609858
South Carolina,2012,Both Sexes,All Ages,All Ages,All Races,12.4567,1.1289385704745112,13.2208,13.1422,587,4723723,0.05404001874720575
South Carolina,2013,Both Sexes,All Ages,All Ages,All Races,12.9686,1.1451528812220848,13.9127,13.8005,620,4774839,0.13712659000506403
South Carolina,2014,Both Sexes,All Ages,All Ages,All Races,14.4358,1.1885291428289335,14.7574,14.6831,701,4832482,0.37526805777128697
South Carolina,2015,Both Sexes,All Ages,All Ages,All Races,15.6549,1.2215420294271613,16.304,16.2923,761,4896146,0.5731403746700071
South Carolina,2016,Both Sexes,All Ages,All Ages,All Races,18.0931,1.2808764471779905,19.6925,19.7851,879,4961119,0.9688850084674475
South Dakota,1999,Both Sexes,All Ages,All Ages,All Races,2.3664,0.5271657181376262,6.0382,6.057,17,750417,-1.5837181956758577
South Dakota,2000,Both Sexes,All Ages,All Ages,All Races,2.7712,0.5764795651802486,6.1882,6.1749,20,754844,-1.518015042628034
South Dakota,2001,Both Sexes,All Ages,All Ages,All Races,3.2248,0.6258061544804384,6.8057,6.7922,24,757972,-1.4443911537384766
South Dakota,2002,Both Sexes,All Ages,All Ages,All Races,3.0514,0.6076051237604303,8.1766,8.1957,22,760020,-1.4725357356023416
South Dakota,2003,Both Sexes,All Ages,All Ages,All Races,3.312,0.6346787521786822,8.8881,8.8765,24,763729,-1.4302377077261985
South Dakota,2004,Both Sexes,All Ages,All Ages,All Races,5.7906,0.8319081491224544,9.366,9.3831,43,770396,-1.0279357434368308
South Dakota,2005,Both Sexes,All Ages,All Ages,All Races,5.5267,0.8146936507932834,10.0884,10.0699,40,775493,-1.0707693948432555
South Dakota,2006,Both Sexes,All Ages,All Ages,All Races,5.0775,0.7837249675153733,11.5373,11.4883,37,783033,-1.1436791190257714
South Dakota,2007,Both Sexes,All Ages,All Ages,All Races,4.0574,0.70392730422039,11.9543,11.8775,32,791623,-1.3092517139469297
South Dakota,2008,Both Sexes,All Ages,All Ages,All Races,7.3098,0.9195905713242276,11.9864,11.8947,54,799124,-0.7813541473146621
South Dakota,2009,Both Sexes,All Ages,All Ages,All Races,6.6567,0.8840416311742603,12.0624,11.9388,49,807067,-0.8873589132621269
South Dakota,2010,Both Sexes,All Ages,All Ages,All Races,6.2598,0.8609246564999827,12.4144,12.2966,45,814180,-0.9517798160404896
South Dakota,2011,Both Sexes,All Ages,All Ages,All Races,7.0872,0.9077981835362798,13.2674,13.1852,57,824082,-0.8174843890845376
South Dakota,2012,Both Sexes,All Ages,All Ages,All Races,5.4988,0.812833171798137,13.2208,13.1422,42,833354,-1.0752978483265416
South Dakota,2013,Both Sexes,All Ages,All Ages,All Races,6.9467,0.9001868180497572,13.9127,13.8005,55,844877,-0.8402889666616602
South Dakota,2014,Both Sexes,All Ages,All Ages,All Races,7.7952,0.9442457196216554,14.7574,14.6831,63,853175,-0.7025687953151224
South Dakota,2015,Both Sexes,All Ages,All Ages,All Races,8.3571,0.9711412708379393,16.304,16.2923,65,858469,-0.611366716022701
South Dakota,2016,Both Sexes,All Ages,All Ages,All Races,8.4197,0.9740370715381778,19.6925,19.7851,69,865454,-0.6012060999634279
Tennessee,1999,Both Sexes,All Ages,All Ages,All Races,6.0588,0.8487308770186651,6.0382,6.057,344,5638708,-0.9844041583394337
Tennessee,2000,Both Sexes,All Ages,All Ages,All Races,6.9306,0.8993060456822642,6.1882,6.1749,397,5689283,-0.8429021602487895
Tennessee,2001,Both Sexes,All Ages,All Ages,All Races,7.3427,0.9213066268168197,6.8057,6.7922,424,5750789,-0.7760141430279196
Tennessee,2002,Both Sexes,All Ages,All Ages,All Races,8.4571,0.975757981319102,8.1766,8.1957,491,5795918,-0.5951356999535746
Tennessee,2003,Both Sexes,All Ages,All Ages,All Races,11.3333,1.0910792955768764,8.8881,8.8765,662,5847812,-0.12829921577336054
Tennessee,2004,Both Sexes,All Ages,All Ages,All Races,12.8368,1.1410356636011787,9.366,9.3831,763,5910809,0.11573411082595537
Tennessee,2005,Both Sexes,All Ages,All Ages,All Races,14.5328,1.191249750315822,10.0884,10.0699,872,5991057,0.3910121433583395
Tennessee,2006,Both Sexes,All Ages,All Ages,All Races,15.9915,1.2302317198324098,11.5373,11.4883,975,6088766,0.6277739747586867
Tennessee,2007,Both Sexes,All Ages,All Ages,All Races,15.8402,1.2263472450247113,11.9543,11.8775,985,6175727,0.6032164474460983
Tennessee,2008,Both Sexes,All Ages,All Ages,All Races,14.7959,1.1985443756605016,11.9864,11.8947,938,6247411,0.43371594663621105
Tennessee,2009,Both Sexes,All Ages,All Ages,All Races,15.1506,1.2081886611469252,12.0624,11.9388,962,6306019,0.49128736063340267
Tennessee,2010,Both Sexes,All Ages,All Ages,All Races,16.9123,1.2531513543122375,12.4144,12.2966,1080,6346105,0.7772291707232025
Tennessee,2011,Both Sexes,All Ages,All Ages,All Races,17.16,1.2591158441850663,13.2674,13.1852,1090,6403353,0.817433397526429
Tennessee,2012,Both Sexes,All Ages,All Ages,All Races,17.6078,1.269695029533816,13.2208,13.1422,1131,6456243,0.8901158874839772
Tennessee,2013,Both Sexes,All Ages,All Ages,All Races,18.1013,1.2810629255521147,13.9127,13.8005,1187,6495978,0.9702159517851158
Tennessee,2014,Both Sexes,All Ages,All Ages,All Races,19.5143,1.3120567023254026,14.7574,14.6831,1269,6549352,1.1995602088418722
Tennessee,2015,Both Sexes,All Ages,All Ages,All Races,22.1571,1.3646841710806175,16.304,16.2923,1457,6600299,1.6285135015167456
Tennessee,2016,Both Sexes,All Ages,All Ages,All Races,24.5334,1.4071086488396123,19.6925,19.7851,1630,6651194,2.014211136367397
Texas,1999,Both Sexes,All Ages,All Ages,All Races,5.3676,0.8039757740686594,6.0382,6.057,1087,20558220,-1.0965929414092355
Texas,2000,Both Sexes,All Ages,All Ages,All Races,4.9786,0.7765994977914576,6.1882,6.1749,1021,20851820,-1.1597315939181374
Texas,2001,Both Sexes,All Ages,All Ages,All Races,6.5582,0.8784183797412457,6.8057,6.7922,1374,21319622,-0.9033464640902164
Texas,2002,Both Sexes,All Ages,All Ages,All Races,7.497,0.9292656182530655,8.1766,8.1957,1598,21690325,-0.7509696852332575
Texas,2003,Both Sexes,All Ages,All Ages,All Races,8.0844,0.9582962486177301,8.8881,8.8765,1753,22030931,-0.6556286968432088
Texas,2004,Both Sexes,All Ages,All Ages,All Races,8.1661,0.9621845909854956,9.366,9.3831,1813,22394023,-0.6423679567147326
Texas,2005,Both Sexes,All Ages,All Ages,All Races,8.5304,0.979111128775489,10.0884,10.0699,1910,22778123,-0.583238365174905
Texas,2006,Both Sexes,All Ages,All Ages,All Races,9.4937,1.0209286441765062,11.5373,11.4883,2191,23359580,-0.4268849873810101
Texas,2007,Both Sexes,All Ages,All Ages,All Races,9.2789,1.0119466409733546,11.9543,11.8775,2194,23831983,-0.4617492098974937
Texas,2008,Both Sexes,All Ages,All Ages,All Races,8.5443,0.9797440817830853,11.9864,11.8947,2053,24309039,-0.5809822539412964
Texas,2009,Both Sexes,All Ages,All Ages,All Races,9.8015,1.0334840699765826,12.0624,11.9388,2409,24801761,-0.3769259199202389
Texas,2010,Both Sexes,All Ages,All Ages,All Races,9.5864,1.0247482994900134,12.4144,12.2966,2399,25145561,-0.41183883548493005
Texas,2011,Both Sexes,All Ages,All Ages,All Races,10.1286,1.0464405326619646,13.2674,13.1852,2589,25674681,-0.3238342663581264
Texas,2012,Both Sexes,All Ages,All Ages,All Races,9.4049,1.017237910625792,13.2208,13.1422,2447,26059203,-0.4412981296503945
Texas,2013,Both Sexes,All Ages,All Ages,All Races,9.2641,1.0113208745863411,13.9127,13.8005,2446,26448193,-0.4641514002757246
Texas,2014,Both Sexes,All Ages,All Ages,All Races,9.6831,1.0286972936606882,14.7574,14.6831,2601,26956958,-0.3961434429460848
Texas,2015,Both Sexes,All Ages,All Ages,All Races,9.4013,1.0170876227163754,16.304,16.2923,2588,27469114,-0.44188244622888284
Texas,2016,Both Sexes,All Ages,All Ages,All Races,10.131,1.0465341827509695,19.6925,19.7851,2831,27862596,-0.32344472197246743
Utah,1999,Both Sexes,All Ages,All Ages,All Races,10.5982,1.0643905934747486,6.0382,6.057,205,2203483,-0.24761341489750874
Utah,2000,Both Sexes,All Ages,All Ages,All Races,10.3744,1.0559284968841622,6.1882,6.1749,210,2233169,-0.2839384288602138
Utah,2001,Both Sexes,All Ages,All Ages,All Races,10.4458,1.058646152925223,6.8057,6.7922,209,2283715,-0.27234948338685744
Utah,2002,Both Sexes,All Ages,All Ages,All Races,14.0211,1.1767017373577453,8.1766,8.1957,288,2324815,0.3079580341326197
Utah,2003,Both Sexes,All Ages,All Ages,All Races,16.1322,1.2338131356748812,8.8881,8.8765,353,2360137,0.6506110143679477
Utah,2004,Both Sexes,All Ages,All Ages,All Races,16.3187,1.2385152892970501,9.366,9.3831,358,2401580,0.6808818593368683
Utah,2005,Both Sexes,All Ages,All Ages,All Races,19.3259,1.3080497845923114,10.0884,10.0699,438,2457719,1.1689809745676383
Utah,2006,Both Sexes,All Ages,All Ages,All Races,19.1011,1.303219824129868,11.5373,11.4883,444,2525507,1.1324936504442418
Utah,2007,Both Sexes,All Ages,All Ages,All Races,21.2997,1.3482990204821985,11.9543,11.8775,511,2597746,1.4893487697400558
Utah,2008,Both Sexes,All Ages,All Ages,All Races,18.9659,1.3002888916014357,11.9864,11.8947,468,2663029,1.1105493167187832
Utah,2009,Both Sexes,All Ages,All Ages,All Races,19.1305,1.3038545619996424,12.0624,11.9388,478,2723421,1.1372655691685654
Utah,2010,Both Sexes,All Ages,All Ages,All Races,16.8971,1.2527826647211584,12.4144,12.2966,433,2763885,0.7747620562806953
Utah,2011,Both Sexes,All Ages,All Ages,All Races,19.4712,1.311143301289924,13.2674,13.1852,504,2817222,1.1925646409160788
Utah,2012,Both Sexes,All Ages,All Ages,All Races,23.131,1.382575319649486,13.2208,13.1422,601,2855287,1.7865873670139678
Utah,2013,Both Sexes,All Ages,All Ages,All Races,22.064,1.3629346293801514,13.9127,13.8005,594,2900872,1.6134024255563888
Utah,2014,Both Sexes,All Ages,All Ages,All Races,22.4296,1.3697648742019288,14.7574,14.6831,603,2942902,1.6727430203051152
Utah,2015,Both Sexes,All Ages,All Ages,All Races,23.3773,1.3869856020191826,16.304,16.2923,646,2995919,1.8265643595922265
Utah,2016,Both Sexes,All Ages,All Ages,All Races,22.3516,1.3683166428192608,19.6925,19.7851,635,3051217,1.6600828277711965
Vermont,1999,Both Sexes,All Ages,All Ages,All Races,4.6912,0.7552038478417051,6.0382,6.057,29,604687,-1.2063795341008066
Vermont,2000,Both Sexes,All Ages,All Ages,All Races,5.7988,0.832432265740381,6.1882,6.1749,36,608827,-1.0266048001191623
Vermont,2001,Both Sexes,All Ages,All Ages,All Races,7.0899,0.9079431532913073,6.8057,6.7922,44,612223,-0.8170461516506712
Vermont,2002,Both Sexes,All Ages,All Ages,All Races,7.5062,0.9297355897435403,8.1766,8.1957,47,615442,-0.7494764317548979
Vermont,2003,Both Sexes,All Ages,All Ages,All Races,10.2301,1.0503836235147817,8.8881,8.8765,65,617858,-0.30735978504796313
Vermont,2004,Both Sexes,All Ages,All Ages,All Races,8.0158,0.955004269069574,9.366,9.3831,50,619920,-0.6667631738666295
Vermont,2005,Both Sexes,All Ages,All Ages,All Races,8.4676,0.9762399009826004,10.0884,10.0699,53,621215,-0.5934314432663166
Vermont,2006,Both Sexes,All Ages,All Ages,All Races,12.2263,1.1214383691820378,11.5373,11.4883,75,622892,0.01664375772393855
Vermont,2007,Both Sexes,All Ages,All Ages,All Races,10.8459,1.073568062119588,11.9543,11.8775,66,623481,-0.2074091880942826
Vermont,2008,Both Sexes,All Ages,All Ages,All Races,10.9471,1.0772624988537778,11.9864,11.8947,73,624151,-0.1909833998323266
Vermont,2009,Both Sexes,All Ages,All Ages,All Races,8.2928,0.968146590347962,12.0624,11.9388,55,624817,-0.6218032593551495
Vermont,2010,Both Sexes,All Ages,All Ages,All Races,9.6989,1.0293391282938378,12.4144,12.2966,63,625741,-0.39357894240716274
Vermont,2011,Both Sexes,All Ages,All Ages,All Races,12.8865,1.1425927984930235,13.2674,13.1852,83,626431,0.12380092581231116
Vermont,2012,Both Sexes,All Ages,All Ages,All Races,10.9478,1.077287944127658,13.2208,13.1422,70,626011,-0.19086978271984267
Vermont,2013,Both Sexes,All Ages,All Ages,All Races,15.0543,1.2055913741962068,13.9127,13.8005,93,626630,0.4756568921588337
Vermont,2014,Both Sexes,All Ages,All Ages,All Races,13.9444,1.174478483315079,14.7574,14.6831,83,626562,0.2955088448075996
Vermont,2015,Both Sexes,All Ages,All Ages,All Races,16.6979,1.2479217368409556,16.304,16.2923,99,626042,0.7424298722709959
Vermont,2016,Both Sexes,All Ages,All Ages,All Races,22.1702,1.3649297825392852,19.6925,19.7851,125,624594,1.6306397646218014
Virginia,1999,Both Sexes,All Ages,All Ages,All Races,5.0493,0.7817051227969612,6.0382,6.057,366,7000176,-1.148256265557265
Virginia,2000,Both Sexes,All Ages,All Ages,All Races,5.6243,0.8211399924655752,6.1882,6.1749,411,7078515,-1.0549279231597881
Virginia,2001,Both Sexes,All Ages,All Ages,All Races,6.1665,0.8553071052068285,6.8057,6.7922,459,7198362,-0.9669233540329846
Virginia,2002,Both Sexes,All Ages,All Ages,All Races,6.7956,0.8918495469348731,8.1766,8.1957,509,7286873,-0.8648140319421102
Virginia,2003,Both Sexes,All Ages,All Ages,All Races,7.2312,0.9154631542144335,8.8881,8.8765,547,7366977,-0.7941117259449955
Virginia,2004,Both Sexes,All Ages,All Ages,All Races,7.325,0.9203842421783575,9.366,9.3831,558,7475575,-0.7788870328721549
Virginia,2005,Both Sexes,All Ages,All Ages,All Races,7.5112,0.9299907958821987,10.0884,10.0699,581,7577105,-0.7486648809514416
Virginia,2006,Both Sexes,All Ages,All Ages,All Races,8.0384,0.956091557392252,11.5373,11.4883,629,7673725,-0.6630949642350071
Virginia,2007,Both Sexes,All Ages,All Ages,All Races,8.8951,0.9954201875498673,11.9543,11.8775,700,7751000,-0.5240438495708011
Virginia,2008,Both Sexes,All Ages,All Ages,All Races,9.0163,1.0007073236931723,11.9864,11.8947,718,7833496,-0.5043718580950198
Virginia,2009,Both Sexes,All Ages,All Ages,All Races,8.5371,0.9794163363956289,12.0624,11.9388,685,7925937,-0.5821508870982735
Virginia,2010,Both Sexes,All Ages,All Ages,All Races,6.812,0.8927622346158168,12.4144,12.2966,558,8001024,-0.8621521453067734
Virginia,2011,Both Sexes,All Ages,All Ages,All Races,9.7429,1.0311215331317032,13.2674,13.1852,798,8096604,-0.38643729533674703
Virginia,2012,Both Sexes,All Ages,All Ages,All Races,8.9188,0.9964591333535536,13.2208,13.1422,733,8185867,-0.5201970987624182
Virginia,2013,Both Sexes,All Ages,All Ages,All Races,10.2361,1.0506155957177685,13.9127,13.8005,854,8260405,-0.3063859240838155
Virginia,2014,Both Sexes,All Ages,All Ages,All Races,11.7135,1.1042651273783057,14.7574,14.6831,980,8326289,-0.06658889267854182
Virginia,2015,Both Sexes,All Ages,All Ages,All Races,12.3604,1.1258194607736771,16.304,16.2923,1039,8382993,0.0384095502726371
Virginia,2016,Both Sexes,All Ages,All Ages,All Races,16.7463,1.2491078189637916,19.6925,19.7851,1405,8411808,0.7502856840484532
Washington,1999,Both Sexes,All Ages,All Ages,All Races,9.2974,1.0127275831330373,6.0382,6.057,555,5842565,-0.4587464719247054
Washington,2000,Both Sexes,All Ages,All Ages,All Races,9.1853,1.0079738253269321,6.1882,6.1749,556,5894121,-0.47694144093819607
Washington,2001,Both Sexes,All Ages,All Ages,All Races,8.1295,0.9604469929573931,6.8057,6.7922,499,5985722,-0.6483085085960328
Washington,2002,Both Sexes,All Ages,All Ages,All Races,10.4142,1.0574454780022686,8.1766,8.1957,643,6052349,-0.2774784844647015
Washington,2003,Both Sexes,All Ages,All Ages,All Races,11.068,1.0816353015029507,8.8881,8.8765,696,6104115,-0.1713601014047529
Washington,2004,Both Sexes,All Ages,All Ages,All Races,12.7497,1.138293222546942,9.366,9.3831,811,6178645,0.10159689582974635
Washington,2005,Both Sexes,All Ages,All Ages,All Races,13.0332,1.1471567147830362,10.0884,10.0699,850,6257305,0.14761182638571976
Washington,2006,Both Sexes,All Ages,All Ages,All Races,13.5749,1.1636055836988268,11.5373,11.4883,897,6370753,0.2355352404321774
Washington,2007,Both Sexes,All Ages,All Ages,All Races,14.3739,1.1867840518607733,11.9543,11.8775,962,6461587,0.36522105882449774
Washington,2008,Both Sexes,All Ages,All Ages,All Races,14.7604,1.1975672357162432,11.9864,11.8947,1011,6562231,0.42795393593167136
Washington,2009,Both Sexes,All Ages,All Ages,All Races,14.3041,1.1848077947940894,12.0624,11.9388,987,6667426,0.3538918096082474
Washington,2010,Both Sexes,All Ages,All Ages,All Races,13.1038,1.149336140789264,12.4144,12.2966,916,6724540,0.15907092373052284
Washington,2011,Both Sexes,All Ages,All Ages,All Races,14.0988,1.17894243245294,13.2674,13.1852,997,6830038,0.32056953361833096
Washington,2012,Both Sexes,All Ages,All Ages,All Races,13.6883,1.16697153416041,13.2208,13.1422,985,6897012,0.2539412126545668
Washington,2013,Both Sexes,All Ages,All Ages,All Races,13.4249,1.159112811110353,13.9127,13.8005,969,6971406,0.2111887163284877
Washington,2014,Both Sexes,All Ages,All Ages,All Races,13.2764,1.1546187076332377,14.7574,14.6831,979,7061530,0.18708565746583522
Washington,2015,Both Sexes,All Ages,All Ages,All Races,14.7417,1.1970516315015716,16.304,16.2923,1094,7170351,0.42491873592674456
Washington,2016,Both Sexes,All Ages,All Ages,All Races,14.5105,1.1906257980547983,19.6925,19.7851,1102,7288000,0.38739262677492436
West Virginia,1999,Both Sexes,All Ages,All Ages,All Races,4.1455,0.7114275825367925,6.0382,6.057,75,1811801,-1.2949521887900295
West Virginia,2000,Both Sexes,All Ages,All Ages,All Races,6.228,0.8590181438888942,6.1882,6.1749,113,1808344,-0.9569412791504719
West Virginia,2001,Both Sexes,All Ages,All Ages,All Races,11.4696,1.095852522397629,6.8057,6.7922,206,1801481,-0.10617634087114117
West Virginia,2002,Both Sexes,All Ages,All Ages,All Races,12.9455,1.1444340900146266,8.1766,8.1957,229,1805414,0.13337722529309562
West Virginia,2003,Both Sexes,All Ages,All Ages,All Races,15.121,1.207391977978488,8.8881,8.8765,262,1812295,0.4864829798769412
West Virginia,2004,Both Sexes,All Ages,All Ages,All Races,18.8017,1.2967024765709416,9.366,9.3831,333,1816438,1.0838979883332776
West Virginia,2005,Both Sexes,All Ages,All Ages,All Races,10.5007,1.060724274865381,10.0884,10.0699,184,1820492,-0.26343865556490703
West Virginia,2006,Both Sexes,All Ages,All Ages,All Races,20.3521,1.3294405947503436,11.5373,11.4883,362,1827912,1.3355436614690135
West Virginia,2007,Both Sexes,All Ages,All Ages,All Races,22.4483,1.3701113618748992,11.9543,11.8775,397,1834052,1.6757782203100415
West Virginia,2008,Both Sexes,All Ages,All Ages,All Races,25.742,1.42719388446982,11.9864,11.8947,459,1840310,2.210379196578859
West Virginia,2009,Both Sexes,All Ages,All Ages,All Races,12.4329,1.1281697816960663,12.0624,11.9388,226,1847775,0.05017703692275373
West Virginia,2010,Both Sexes,All Ages,All Ages,All Races,28.8855,1.4754605262036455,12.4144,12.2966,512,1852994,2.720601186711848
West Virginia,2011,Both Sexes,All Ages,All Ages,All Races,36.2896,1.5715877247738983,13.2674,13.1852,635,1855364,3.9223618474860373
West Virginia,2012,Both Sexes,All Ages,All Ages,All Races,32.0021,1.518541575920144,13.2208,13.1422,558,1855413,3.226457033522242
West Virginia,2013,Both Sexes,All Ages,All Ages,All Races,32.1989,1.5211236941906516,13.9127,13.8005,570,1854304,3.258399673146283
West Virginia,2014,Both Sexes,All Ages,All Ages,All Races,35.5052,1.5623547321401388,14.7574,14.6831,627,1850326,3.79504575743981
West Virginia,2015,Both Sexes,All Ages,All Ages,All Races,41.4936,1.6283235254859811,16.304,16.2923,725,1844128,4.767023923723377
West Virginia,2016,Both Sexes,All Ages,All Ages,All Races,52.0211,1.7244487335625691,19.6925,19.7851,884,1831102,6.47574414040066
Wisconsin,1999,Both Sexes,All Ages,All Ages,All Races,3.9671,0.6961029035045885,6.0382,6.057,212,5332666,-1.323908321457351
Wisconsin,2000,Both Sexes,All Ages,All Ages,All Races,4.5999,0.7481802716783508,6.1882,6.1749,248,5363675,-1.2211984517719192
Wisconsin,2001,Both Sexes,All Ages,All Ages,All Races,4.9719,0.7761125268139049,6.8057,6.7922,269,5406835,-1.1608190719947689
Wisconsin,2002,Both Sexes,All Ages,All Ages,All Races,6.1875,0.8565778576976869,8.1766,8.1957,340,5445162,-0.963514840658468
Wisconsin,2003,Both Sexes,All Ages,All Ages,All Races,6.99,0.9025467793139914,8.8881,8.8765,383,5479203,-0.8332609367037285
Wisconsin,2004,Both Sexes,All Ages,All Ages,All Races,7.8581,0.9473405787713918,9.366,9.3831,437,5514026,-0.6923594862076419
Wisconsin,2005,Both Sexes,All Ages,All Ages,All Races,9.3367,1.0143819120135737,10.0884,10.0699,518,5546166,-0.4523676826095386
Wisconsin,2006,Both Sexes,All Ages,All Ages,All Races,10.6366,1.0658261060067138,11.5373,11.4883,593,5577655,-0.24138070472696432
Wisconsin,2007,Both Sexes,All Ages,All Ages,All Races,11.0976,1.082699220718144,11.9543,11.8775,622,5610775,-0.16655572064829144
Wisconsin,2008,Both Sexes,All Ages,All Ages,All Races,10.6039,1.0646039774871137,11.9864,11.8947,606,5640996,-0.2466882469815687
Wisconsin,2009,Both Sexes,All Ages,All Ages,All Races,10.9348,1.0768151456197608,12.0624,11.9388,631,5669264,-0.1929798148088294
Wisconsin,2010,Both Sexes,All Ages,All Ages,All Races,10.9422,1.0770843401809687,12.4144,12.2966,630,5686986,-0.19177871961971393
Wisconsin,2011,Both Sexes,All Ages,All Ages,All Races,12.0766,1.116494839310516,13.2674,13.1852,698,5711767,-0.007654073331543878
Wisconsin,2012,Both Sexes,All Ages,All Ages,All Races,12.2266,1.1214482197726783,13.2208,13.1422,692,5726398,0.016692450772145817
Wisconsin,2013,Both Sexes,All Ages,All Ages,All Races,15.0285,1.2048928815429196,13.9127,13.8005,856,5742713,0.4714692900129991
Wisconsin,2014,Both Sexes,All Ages,All Ages,All Races,15.0648,1.2058753231376422,14.7574,14.6831,853,5757564,0.4773611488460921
Wisconsin,2015,Both Sexes,All Ages,All Ages,All Races,15.4719,1.216743697040037,16.304,16.2923,878,5771337,0.5434376152635058
Wisconsin,2016,Both Sexes,All Ages,All Ages,All Races,19.2873,1.3072242514134862,19.6925,19.7851,1074,5778708,1.162715802364955
Wyoming,1999,Both Sexes,All Ages,All Ages,All Races,4.0956,0.7071953289405343,6.0382,6.057,20,491780,-1.3030514658085235
Wyoming,2000,Both Sexes,All Ages,All Ages,All Races,4.6054,0.7486066091869035,6.1882,6.1749,22,493782,-1.220305745888117
Wyoming,2001,Both Sexes,All Ages,All Ages,All Races,4.5032,0.7406152964415449,6.8057,6.7922,22,494657,-1.2368938443107644
Wyoming,2002,Both Sexes,All Ages,All Ages,All Races,6.9214,0.8988019440317332,8.1766,8.1957,34,500017,-0.8443954137271491
Wyoming,2003,Both Sexes,All Ages,All Ages,All Races,5.9028,0.839025290430942,8.8881,8.8765,30,503453,-1.009724543407271
Wyoming,2004,Both Sexes,All Ages,All Ages,All Races,9.0935,1.0040417873583114,9.366,9.3831,46,509106,-0.491841513689654
Wyoming,2005,Both Sexes,All Ages,All Ages,All Races,4.9027,0.7710507111128744,10.0884,10.0699,26,514157,-1.1720509351146042
Wyoming,2006,Both Sexes,All Ages,All Ages,All Races,10.5619,1.0630292088000373,11.5373,11.4883,55,522667,-0.2535052737306018
Wyoming,2007,Both Sexes,All Ages,All Ages,All Races,12.2666,1.1227596349642108,11.9543,11.8775,63,534876,0.023184857199796537
Wyoming,2008,Both Sexes,All Ages,All Ages,All Races,14.0453,1.1774008518996688,11.9864,11.8947,74,546043,0.31188594002134806
Wyoming,2009,Both Sexes,All Ages,All Ages,All Races,10.9508,1.077396978418583,12.0624,11.9388,60,559851,-0.19038285223776916
Wyoming,2010,Both Sexes,All Ages,All Ages,All Races,14.9556,1.2029131401992046,12.4144,12.2966,85,563626,0.4596368792986061
Wyoming,2011,Both Sexes,All Ages,All Ages,All Races,15.2082,1.2097347869969852,13.2674,13.1852,85,568158,0.5006364258892193
Wyoming,2012,Both Sexes,All Ages,All Ages,All Races,16.7507,1.2492154841597327,13.2208,13.1422,98,576412,0.7509998487554942
Wyoming,2013,Both Sexes,All Ages,All Ages,All Races,17.2422,1.2610772128435273,13.9127,13.8005,98,582658,0.830775292735251
Wyoming,2014,Both Sexes,All Ages,All Ages,All Races,19.3823,1.3092531895304713,14.7574,14.6831,109,584153,1.1781352676306256
Wyoming,2015,Both Sexes,All Ages,All Ages,All Races,16.4454,1.2416809316976398,16.304,16.2923,96,586107,0.7014465566964514
Wyoming,2016,Both Sexes,All Ages,All Ages,All Races,17.5871,1.2692116354822915,19.6925,19.7851,99,585501,0.8867560671576679
